text,label,entities
<< Rasagiline >> is a propargylamine and irreversible [[ monoamine oxidase (MAO) B ]] inhibitor used for the treatment of Parkinson's disease (PD).,INHIBITOR,"['Rasagiline', 'monoamine oxidase (MAO) B']"
Rasagiline is a << propargylamine >> and irreversible [[ monoamine oxidase (MAO) B ]] inhibitor used for the treatment of Parkinson's disease (PD).,INHIBITOR,"['propargylamine', 'monoamine oxidase (MAO) B']"
<< Tolvaptan >> is a selective [[ arginine vasopressin (AVP) V(2) receptor ]] blocker used to induce free water diuresis in the treatment of euvolemic or hypervolemic hyponatremia.,INHIBITOR,"['Tolvaptan', 'arginine vasopressin (AVP) V(2) receptor']"
Prolonged use of << tolvaptan >> leads to increased endogenous levels of AVP and perhaps over-stimulation of [[ V(1A) receptors ]].,ACTIVATOR,"['tolvaptan', 'V(1A) receptors']"
Prolonged use of << tolvaptan >> leads to increased endogenous levels of [[ AVP ]] and perhaps over-stimulation of V(1A) receptors.,INDIRECT-UPREGULATOR,"['tolvaptan', 'AVP']"
"In addition, << tolvaptan >> is metabolized by the [[ CYP3A4 ]] system; thus physicians should be aware of the potential for increased interactions with other medications.",SUBSTRATE,"['tolvaptan', 'CYP3A4']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, glycosylated hemoglobin (HbA1c), NF-kB p65 unit (in pancreas) and IL-1β (plasma), serum nitric oxide (NO) with an elevation in plasma [[ insulin ]].",INDIRECT-UPREGULATOR,"['Fisetin', 'insulin']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, [[ glycosylated hemoglobin ]] (HbA1c), NF-kB p65 unit (in pancreas) and IL-1β (plasma), serum nitric oxide (NO) with an elevation in plasma insulin.",INDIRECT-DOWNREGULATOR,"['Fisetin', 'glycosylated hemoglobin']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, glycosylated hemoglobin ([[ HbA1c ]]), NF-kB p65 unit (in pancreas) and IL-1β (plasma), serum nitric oxide (NO) with an elevation in plasma insulin.",INDIRECT-DOWNREGULATOR,"['Fisetin', 'HbA1c']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, glycosylated hemoglobin (HbA1c), [[ NF-kB ]] p65 unit (in pancreas) and IL-1β (plasma), serum nitric oxide (NO) with an elevation in plasma insulin.",INDIRECT-DOWNREGULATOR,"['Fisetin', 'NF-kB']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, glycosylated hemoglobin (HbA1c), NF-kB [[ p65 ]] unit (in pancreas) and IL-1β (plasma), serum nitric oxide (NO) with an elevation in plasma insulin.",INDIRECT-DOWNREGULATOR,"['Fisetin', 'p65']"
"<< Fisetin >> treatment showed a significant decline in the levels of blood glucose, glycosylated hemoglobin (HbA1c), NF-kB p65 unit (in pancreas) and [[ IL-1β ]] (plasma), serum nitric oxide (NO) with an elevation in plasma insulin.",INDIRECT-DOWNREGULATOR,"['Fisetin', 'IL-1β']"
High-<< glucose >> environment enhanced oxidative stress and increased [[ interleukin-8 ]] secretion from keratinocytes: New insights on impaired diabetic wound healing.,INDIRECT-UPREGULATOR,"['glucose', 'interleukin-8']"
"Using cultured human keratinocytes and diabetic rat model, the current study showed that high-<< glucose >> environment enhanced [[ IL-8 ]] production via epidermal growth factor receptor (EGFR) -extracelluar signal-regulated kinase (ERK) pathway in a reactive oxygen species (ROS)-dependent manner in keratinocytes.",INDIRECT-UPREGULATOR,"['glucose', 'IL-8']"
"In conclusion, << IL-8 >> production and neutrophil infiltration are increased in high-[[ glucose ]] environment due to elevated ROS level and contributed to impaired wound healing in diabetic skin.",INDIRECT-UPREGULATOR,"['IL-8', 'glucose']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased superoxide dismutase (SOD) and glutathioneperoxidase (GPx) activities, while increased [[ catalase ]] (CAT) activity compared with the control.",UPREGULATOR,"['PhIP', 'catalase']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased superoxide dismutase (SOD) and glutathioneperoxidase (GPx) activities, while increased catalase ([[ CAT ]]) activity compared with the control.",UPREGULATOR,"['PhIP', 'CAT']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased [[ superoxide dismutase ]] (SOD) and glutathioneperoxidase (GPx) activities, while increased catalase (CAT) activity compared with the control.",DOWNREGULATOR,"['PhIP', 'superoxide dismutase']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased superoxide dismutase ([[ SOD ]]) and glutathioneperoxidase (GPx) activities, while increased catalase (CAT) activity compared with the control.",DOWNREGULATOR,"['PhIP', 'SOD']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased superoxide dismutase (SOD) and [[ glutathioneperoxidase ]] (GPx) activities, while increased catalase (CAT) activity compared with the control.",DOWNREGULATOR,"['PhIP', 'glutathioneperoxidase']"
"The results showed that (1) 15mg/kg body weight PhIP induced obvious histopathological changes in gastric mucosa; (2) << PhIP >> (10 and/or 15mg/kg) significantly decreased superoxide dismutase (SOD) and glutathioneperoxidase ([[ GPx ]]) activities, while increased catalase (CAT) activity compared with the control.",DOWNREGULATOR,"['PhIP', 'GPx']"
"With the elevated doses of PhIP, malondialdehyde (MDA) contents, protein carbonyl (PCO) contents and DNA-protein crosslinks (DPC) coefficients were significantly raised in a dose-dependent manner; (3) << PhIP >> at the doses of 10mg/kg and/or 15mg/kg significantly inhibited p16 mRNA and protein expression, whereas enhanced c-fos and [[ c-jun ]] expression relative to control.",INDIRECT-UPREGULATOR,"['PhIP', 'c-jun']"
"With the elevated doses of PhIP, malondialdehyde (MDA) contents, protein carbonyl (PCO) contents and DNA-protein crosslinks (DPC) coefficients were significantly raised in a dose-dependent manner; (3) << PhIP >> at the doses of 10mg/kg and/or 15mg/kg significantly inhibited p16 mRNA and protein expression, whereas enhanced [[ c-fos ]] and c-jun expression relative to control.",INDIRECT-UPREGULATOR,"['PhIP', 'c-fos']"
"With the elevated doses of PhIP, malondialdehyde (MDA) contents, protein carbonyl (PCO) contents and DNA-protein crosslinks (DPC) coefficients were significantly raised in a dose-dependent manner; (3) << PhIP >> at the doses of 10mg/kg and/or 15mg/kg significantly inhibited [[ p16 ]] mRNA and protein expression, whereas enhanced c-fos and c-jun expression relative to control.",INDIRECT-DOWNREGULATOR,"['PhIP', 'p16']"
"The data indicated that << PhIP >> could cause stomach injury, oxidative stress in rat stomachs as well as the activation of [[ c-fos ]] and c-jun and inactivation of p16, which may play a role in the pathogenesis of PhIP-associated stomach cancer.",ACTIVATOR,"['PhIP', 'c-fos']"
"The data indicated that << PhIP >> could cause stomach injury, oxidative stress in rat stomachs as well as the activation of c-fos and [[ c-jun ]] and inactivation of p16, which may play a role in the pathogenesis of PhIP-associated stomach cancer.",ACTIVATOR,"['PhIP', 'c-jun']"
"The data indicated that << PhIP >> could cause stomach injury, oxidative stress in rat stomachs as well as the activation of c-fos and c-jun and inactivation of [[ p16 ]], which may play a role in the pathogenesis of PhIP-associated stomach cancer.",INHIBITOR,"['PhIP', 'p16']"
"We also shortly discuss the ongoing debate on whether << NO >> is the actual reaction product of [[ NOS ]] catalysis, as well as the phenomenon of NO-mediated autoinhibition.",PRODUCT-OF,"['NO', 'NOS']"
<< Prostacyclin >> analogues inhibit [[ tissue factor ]] expression in the human monocytic cell line THP-1 via a cyclic AMP-dependent mechanism.,INDIRECT-DOWNREGULATOR,"['Prostacyclin', 'tissue factor']"
"The present studies were undertaken to determine whether stable analogues of << prostacyclin >>, a potent endothelium-derived platelet inhibitor and vasodilator, could inhibit [[ tissue factor ]] expression by human monocytic cells.",INDIRECT-DOWNREGULATOR,"['prostacyclin', 'tissue factor']"
"Preincubation for 30 minutes with << iloprost >>, ciprostene, and carbacyclin led to a dose-dependent inhibition of [[ tissue factor ]] expression induced by all three challenging agents.",INDIRECT-DOWNREGULATOR,"['iloprost', 'tissue factor']"
"Preincubation for 30 minutes with iloprost, << ciprostene >>, and carbacyclin led to a dose-dependent inhibition of [[ tissue factor ]] expression induced by all three challenging agents.",INDIRECT-DOWNREGULATOR,"['ciprostene', 'tissue factor']"
"Preincubation for 30 minutes with iloprost, ciprostene, and << carbacyclin >> led to a dose-dependent inhibition of [[ tissue factor ]] expression induced by all three challenging agents.",INDIRECT-DOWNREGULATOR,"['carbacyclin', 'tissue factor']"
"This effect was potentiated by << isobutylmethylxanthine >>, an inhibitor of [[ phosphodiesterase ]].",INHIBITOR,"['isobutylmethylxanthine', 'phosphodiesterase']"
The inhibitory effects of iloprost on << tissue factor >> expression were also potentiated by [[ isobutylmethylxanthine ]] and mimicked by forskolin and dibutyryl cyclic AMP but not dibutyryl cyclic GMP.,INHIBITOR,"['tissue factor', 'isobutylmethylxanthine']"
The inhibitory effects of iloprost on << tissue factor >> expression were also potentiated by isobutylmethylxanthine and mimicked by [[ forskolin ]] and dibutyryl cyclic AMP but not dibutyryl cyclic GMP.,INHIBITOR,"['tissue factor', 'forskolin']"
The inhibitory effects of iloprost on << tissue factor >> expression were also potentiated by isobutylmethylxanthine and mimicked by forskolin and d[[ ibutyryl cyclic AMP ]] but not dibutyryl cyclic GMP.,INHIBITOR,"['tissue factor', 'ibutyryl cyclic AMP']"
"These results suggest that prostacyclin may play a role in downregulating << tissue factor >> expression in monocytes, at least in part via elevation of intracellular levels of [[ cyclic AMP ]].",DOWNREGULATOR,"['tissue factor', 'cyclic AMP']"
"These results suggest that << prostacyclin >> may play a role in downregulating [[ tissue factor ]] expression in monocytes, at least in part via elevation of intracellular levels of cyclic AMP.",INDIRECT-DOWNREGULATOR,"['prostacyclin', 'tissue factor']"
PURPOSE: The fluoropyrimidine carbamate (capecitabine) is converted to << 5-fluorouracil >> (5-FU) by thymidine phosphorylase ([[ TP ]]) inside target tissues.,PRODUCT-OF,"['5-fluorouracil', 'TP']"
PURPOSE: The fluoropyrimidine carbamate (capecitabine) is converted to << 5-fluorouracil >> (5-FU) by [[ thymidine phosphorylase ]] (TP) inside target tissues.,PRODUCT-OF,"['5-fluorouracil', 'thymidine phosphorylase']"
PURPOSE: The fluoropyrimidine carbamate (capecitabine) is converted to 5-fluorouracil (<< 5-FU >>) by thymidine phosphorylase ([[ TP ]]) inside target tissues.,PRODUCT-OF,"['5-FU', 'TP']"
PURPOSE: The fluoropyrimidine carbamate (capecitabine) is converted to 5-fluorouracil (<< 5-FU >>) by [[ thymidine phosphorylase ]] (TP) inside target tissues.,PRODUCT-OF,"['5-FU', 'thymidine phosphorylase']"
PURPOSE: The << fluoropyrimidine carbamate >> (capecitabine) is converted to 5-fluorouracil (5-FU) by thymidine phosphorylase ([[ TP ]]) inside target tissues.,SUBSTRATE,"['fluoropyrimidine carbamate', 'TP']"
PURPOSE: The << fluoropyrimidine carbamate >> (capecitabine) is converted to 5-fluorouracil (5-FU) by [[ thymidine phosphorylase ]] (TP) inside target tissues.,SUBSTRATE,"['fluoropyrimidine carbamate', 'thymidine phosphorylase']"
PURPOSE: The fluoropyrimidine carbamate (<< capecitabine >>) is converted to 5-fluorouracil (5-FU) by thymidine phosphorylase ([[ TP ]]) inside target tissues.,SUBSTRATE,"['capecitabine', 'TP']"
PURPOSE: The fluoropyrimidine carbamate (<< capecitabine >>) is converted to 5-fluorouracil (5-FU) by [[ thymidine phosphorylase ]] (TP) inside target tissues.,SUBSTRATE,"['capecitabine', 'thymidine phosphorylase']"
<< 5-FU >> interferes with DNA synthesis by blocking [[ thymidylate synthase ]] (TS) but is inactivated by dihydropyrimidine dehydrogenase (DPD).,INHIBITOR,"['5-FU', 'thymidylate synthase']"
<< 5-FU >> interferes with DNA synthesis by blocking thymidylate synthase ([[ TS ]]) but is inactivated by dihydropyrimidine dehydrogenase (DPD).,INHIBITOR,"['5-FU', 'TS']"
"Favorable enzyme profiles (high << TP >> and low DPD) generate high intratumor levels of [[ 5-FU ]] that are effective against many tumors, especially those with low TS.",PRODUCT-OF,"['TP', '5-FU']"
"Favorable enzyme profiles (high TP and low << DPD >>) generate high intratumor levels of [[ 5-FU ]] that are effective against many tumors, especially those with low TS.",PRODUCT-OF,"['DPD', '5-FU']"
"Previous studies by this research team proved that vasodilating << prostaglandins >> (PGs) E1, E2 and I2 inhibit [[ carbonic anhydrase ]] (CA) in vitro and in vivo, which suggested involvement of CA in gastric acid secretion inhibition and the increase of gastric mucosa blood flow produced by this group of PGs.",INHIBITOR,"['prostaglandins', 'carbonic anhydrase']"
"Previous studies by this research team proved that vasodilating << prostaglandins >> (PGs) E1, E2 and I2 inhibit carbonic anhydrase ([[ CA ]]) in vitro and in vivo, which suggested involvement of CA in gastric acid secretion inhibition and the increase of gastric mucosa blood flow produced by this group of PGs.",INHIBITOR,"['prostaglandins', 'CA']"
"Previous studies by this research team proved that vasodilating prostaglandins (<< PGs >>) E1, E2 and I2 inhibit [[ carbonic anhydrase ]] (CA) in vitro and in vivo, which suggested involvement of CA in gastric acid secretion inhibition and the increase of gastric mucosa blood flow produced by this group of PGs.",INHIBITOR,"['PGs', 'carbonic anhydrase']"
"Previous studies by this research team proved that vasodilating prostaglandins (<< PGs >>) E1, E2 and I2 inhibit carbonic anhydrase ([[ CA ]]) in vitro and in vivo, which suggested involvement of CA in gastric acid secretion inhibition and the increase of gastric mucosa blood flow produced by this group of PGs.",INHIBITOR,"['PGs', 'CA']"
Histamine and << Ca >> added to NSAIDs amplified the activating effect of the latter on [[ CA II ]].,UPREGULATOR,"['Ca', 'CA II']"
Association of PGE2 or << acetazolamide >> to NSAIDs reduced NSAID-induced activation of [[ CA I ]] and CA II.,DOWNREGULATOR,"['acetazolamide', 'CA I']"
Association of PGE2 or << acetazolamide >> to NSAIDs reduced NSAID-induced activation of CA I and [[ CA II ]].,DOWNREGULATOR,"['acetazolamide', 'CA II']"
<< Indomethacin >> abolished the inhibitory effect of acetazolamide on [[ CA I ]] and CA II.,ACTIVATOR,"['Indomethacin', 'CA I']"
<< Indomethacin >> abolished the inhibitory effect of acetazolamide on CA I and [[ CA II ]].,ACTIVATOR,"['Indomethacin', 'CA II']"
Indomethacin abolished the inhibitory effect of << acetazolamide >> on [[ CA I ]] and CA II.,INHIBITOR,"['acetazolamide', 'CA I']"
Indomethacin abolished the inhibitory effect of << acetazolamide >> on CA I and [[ CA II ]].,INHIBITOR,"['acetazolamide', 'CA II']"
"<< COX-1 >> inhibition was measured as percentage inhibition of serum [[ TXB2 ]] generation in clotting whole blood, and as closure time with use of the platelet function analyser PFA-100.",PRODUCT-OF,"['COX-1', 'TXB2']"
"CONCLUSIONS: In the maximum registered dosage, << nabumetone >> inhibits thromboxane production much more than meloxicam, signifying less [[ COX-2 ]] selectivity of the former.",DOWNREGULATOR,"['nabumetone', 'COX-2']"
"Treatment with << diclofenac >> resulted in nuclear condensation (a morphological change due to apoptosis of NSCs) 24hr after the treatment and activated [[ caspase-3 ]] after 6 hr, indicating that diclofenac may cause apoptosis of neuronal cells via activation of the caspase cascade.",ACTIVATOR,"['diclofenac', 'caspase-3']"
